sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
桃園,桃園市,104,細懸浮微粒,對敏感族群不健康,2.5,0.37,35.7,,52,30,9.4,10.6,1.1,2.2,49,"2024-01-11 03:00",,0.5,36.7,56,2,121.30500531,24.9947107,17
中壢,桃園市,112,細懸浮微粒,對敏感族群不健康,2.4,0.45,39.1,27.5,53,34,10.7,13.3,2.5,1,278,"2024-01-11 02:00",,1,39.7,60,1,121.221667,24.953278,68
龍潭,桃園市,106,細懸浮微粒,對敏感族群不健康,2,0.31,46.7,47.8,49,32,7.3,8.2,0.8,5.4,72,"2024-01-11 02:00",,0.4,37.5,55,0,121.21645772,24.86400048,21
平鎮,桃園市,114,細懸浮微粒,對敏感族群不健康,1.6,0.36,42.6,41.6,51,33,9.6,10.5,0.8,3.8,72,"2024-01-11 02:00",,0.5,40.7,60,1,121.203986,24.952786,20
觀音,桃園市,-1,,,,,,,,,,,,,,"2024-01-11 02:00",,,,,0,121.08283092,25.03556747,19
大園,桃園市,114,細懸浮微粒,對敏感族群不健康,1.5,0.41,33.1,,54,39,18.8,20,1.1,3.9,81,"2024-01-11 02:00",,,40.7,60,1,121.20251473,25.06100357,18
桃園,桃園市,110,細懸浮微粒,對敏感族群不健康,2.7,0.39,37.4,,49,37,9.8,11.1,1.3,2.2,52,"2024-01-11 02:00",,0.5,39.1,58,2,121.30500531,24.9947107,17
中壢,桃園市,120,細懸浮微粒,對敏感族群不健康,2.4,0.55,38.8,26.4,50,34,13.2,16.7,3.5,1.1,294,"2024-01-11 01:00",,1,42.7,63,1,121.221667,24.953278,68
龍潭,桃園市,109,細懸浮微粒,對敏感族群不健康,1,0.33,49.1,47.4,55,35,7.7,8.5,0.8,4.5,73,"2024-01-11 01:00",,0.4,38.4,57,0,121.21645772,24.86400048,21
平鎮,桃園市,122,細懸浮微粒,對敏感族群不健康,1.6,0.39,45.1,41.7,64,34,10.9,11.3,0.4,3.1,77,"2024-01-11 01:00",,0.5,43.7,63,1,121.203986,24.952786,20
觀音,桃園市,,,,,,,,,,,,,,,"2024-01-11 01:00",,,,,,121.08283092,25.03556747,19
大園,桃園市,116,細懸浮微粒,對敏感族群不健康,,,,,52,39,,,,,,"2024-01-11 01:00",,,41.2,62,1,121.20251473,25.06100357,18
桃園,桃園市,108,細懸浮微粒,對敏感族群不健康,2.8,0.43,38.7,,55,35,13.3,14.1,0.7,2,54,"2024-01-11 01:00",,0.6,38.2,60,2,121.30500531,24.9947107,17
中壢,桃園市,123,細懸浮微粒,對敏感族群不健康,2.3,0.66,34.9,25.9,61,36,19.8,26,6.1,0.8,280,"2024-01-11 00:00",,1,44,66,1,121.221667,24.953278,68
龍潭,桃園市,110,細懸浮微粒,對敏感族群不健康,1,0.34,50.5,48.6,42,33,8.2,9.1,0.9,4.4,76,"2024-01-11 00:00",,0.5,39,58,0,121.21645772,24.86400048,21
平鎮,桃園市,127,細懸浮微粒,對敏感族群不健康,1.5,0.41,45.2,42.9,53,39,13.2,13.7,0.4,3.1,78,"2024-01-11 00:00",,0.6,45.5,62,1,121.203986,24.952786,20
觀音,桃園市,,,,,,,,,,,,,,,"2024-01-11 00:00",,,,,,121.08283092,25.03556747,19
大園,桃園市,,,,,,,,,,,,,,,"2024-01-11 00:00",,,,,,121.20251473,25.06100357,18
桃園,桃園市,112,細懸浮微粒,對敏感族群不健康,,,,,55,36,,,,1.5,47,"2024-01-11 00:00",,0.6,39.6,61,2,121.30500531,24.9947107,17
中壢,桃園市,127,細懸浮微粒,對敏感族群不健康,2.6,0.89,30.2,25.9,60,36,26.7,38.2,11.4,1,285,"2024-01-10 23:00",,1.1,45.6,67,1,121.221667,24.953278,68
龍潭,桃園市,114,細懸浮微粒,對敏感族群不健康,,,,49.4,52,34,,,,,,"2024-01-10 23:00",,0.5,40.4,61,0,121.21645772,24.86400048,21
平鎮,桃園市,131,細懸浮微粒,對敏感族群不健康,,,,45,56,38,,,,3,79,"2024-01-10 23:00",,0.6,46.9,64,1,121.203986,24.952786,20
觀音,桃園市,,,,,,,,,,,,,,,"2024-01-10 23:00",,,,,,121.08283092,25.03556747,19
大園,桃園市,,,,,,,,60,38,,,,,,"2024-01-10 23:00",,,,,,121.20251473,25.06100357,18
桃園,桃園市,114,細懸浮微粒,對敏感族群不健康,,,,42.4,55,40,,,,,,"2024-01-10 23:00",,0.6,40.4,63,1,121.30500531,24.9947107,17
中壢,桃園市,131,細懸浮微粒,對敏感族群不健康,2.8,1.16,24.8,26.0,67,52,33.4,52,18.6,1.1,279,"2024-01-10 22:00",,1,46.9,68,1,121.221667,24.953278,68
龍潭,桃園市,118,細懸浮微粒,對敏感族群不健康,,,,49.4,57,32,,,,,,"2024-01-10 22:00",,0.5,42.2,63,1,121.21645772,24.86400048,21
平鎮,桃園市,134,細懸浮微粒,對敏感族群不健康,,,,45.8,70,53,,,,,,"2024-01-10 22:00",,0.6,48.3,65,1,121.203986,24.952786,20
觀音,桃園市,,,,,,,,,,,,,,,"2024-01-10 22:00",,,,,,121.08283092,25.03556747,19
大園,桃園市,118,細懸浮微粒,對敏感族群不健康,,,,52.0,59,39,,,,3,80,"2024-01-10 22:00",,0.4,42,65,1,121.20251473,25.06100357,18
桃園,桃園市,114,細懸浮微粒,對敏感族群不健康,,,,43.9,59,26,,,,,,"2024-01-10 22:00",,0.6,40.7,65,1,121.30500531,24.9947107,17
中壢,桃園市,126,細懸浮微粒,對敏感族群不健康,2.6,1.27,19.9,27.5,68,38,39.6,67.7,28,1,280,"2024-01-10 21:00",,1,45.2,67,1,121.221667,24.953278,68
龍潭,桃園市,123,細懸浮微粒,對敏感族群不健康,,,,49.2,54,32,,,,,,"2024-01-10 21:00",,0.5,43.8,64,1,121.21645772,24.86400048,21
平鎮,桃園市,128,細懸浮微粒,對敏感族群不健康,,,,45.9,57,42,,,,,,"2024-01-10 21:00",,0.6,46.1,64,1,121.203986,24.952786,20
觀音,桃園市,,,,,,,,,,,,,,,"2024-01-10 21:00",,,,,,121.08283092,25.03556747,19
大園,桃園市,118,細懸浮微粒,對敏感族群不健康,,,,52.4,58,37,,,,,,"2024-01-10 21:00",,0.4,42.2,67,1,121.20251473,25.06100357,18
桃園,桃園市,120,細懸浮微粒,對敏感族群不健康,,,,44.8,59,39,,,,,,"2024-01-10 21:00",,0.6,43,65,1,121.30500531,24.9947107,17
中壢,桃園市,130,細懸浮微粒,對敏感族群不健康,2.7,1.5,16.9,28.2,66,44,41.6,75.9,34.3,1.1,284,"2024-01-10 20:00",,0.9,46.5,67,1,121.221667,24.953278,68
龍潭,桃園市,129,細懸浮微粒,對敏感族群不健康,0.9,0.44,49.8,48.0,59,40,11.9,13.5,1.5,3.1,79,"2024-01-10 20:00",,0.5,46.2,66,1,121.21645772,24.86400048,21
平鎮,桃園市,130,細懸浮微粒,對敏感族群不健康,1.6,0.65,36.4,44.9,68,47,25.6,27.2,1.6,3.3,94,"2024-01-10 20:00",,0.6,46.5,65,1,121.203986,24.952786,20
觀音,桃園市,126,細懸浮微粒,對敏感族群不健康,,,,56.9,,,,,,,,"2024-01-10 20:00",,0.4,45.2,76,0,121.08283092,25.03556747,19
大園,桃園市,121,細懸浮微粒,對敏感族群不健康,1.1,0.36,51.2,51.9,60,33,14.9,16,1.1,3.3,75,"2024-01-10 20:00",,0.4,43.1,68,1,121.20251473,25.06100357,18
桃園,桃園市,121,細懸浮微粒,對敏感族群不健康,3.6,0.81,26.5,44.3,69,38,31.4,33.8,2.4,1.4,59,"2024-01-10 20:00",,0.6,43.3,65,1,121.30500531,24.9947107,17
中壢,桃園市,131,細懸浮微粒,對敏感族群不健康,2.9,1.52,15.1,29.0,64,43,47.4,85.1,37.7,1,292,"2024-01-10 19:00",,0.8,47.1,67,1,121.221667,24.953278,68
龍潭,桃園市,131,細懸浮微粒,對敏感族群不健康,1,0.58,42.9,46.6,69,50,19.7,21.6,1.9,2.8,88,"2024-01-10 19:00",,0.5,47,67,1,121.21645772,24.86400048,21
平鎮,桃園市,130,細懸浮微粒,對敏感族群不健康,2.1,0.72,38.7,44.3,63,45,25.6,27.4,1.8,3.2,81,"2024-01-10 19:00",,0.6,46.7,64,1,121.203986,24.952786,20
觀音,桃園市,126,細懸浮微粒,對敏感族群不健康,,,,55.1,,,,,,,,"2024-01-10 19:00",,0.4,45.1,74,0,121.08283092,25.03556747,19
大園,桃園市,126,細懸浮微粒,對敏感族群不健康,1.8,0.42,42.4,50.8,65,44,23.9,25.9,1.9,4.4,78,"2024-01-10 19:00",,0.4,45,70,1,121.20251473,25.06100357,18
桃園,桃園市,124,細懸浮微粒,對敏感族群不健康,2.4,0.76,33.3,45.5,63,40,26.8,28.4,1.6,1.7,61,"2024-01-10 19:00",,0.6,44.4,65,1,121.30500531,24.9947107,17
中壢,桃園市,133,細懸浮微粒,對敏感族群不健康,2.4,0.92,30.8,29.8,69,47,34.8,49.4,14.5,1,40,"2024-01-10 18:00",,0.7,47.7,66,1,121.221667,24.953278,68
龍潭,桃園市,126,細懸浮微粒,對敏感族群不健康,1.2,0.63,44.7,45.0,75,49,19.7,21.1,1.4,3.3,78,"2024-01-10 18:00",,0.5,45.2,65,1,121.21645772,24.86400048,21
平鎮,桃園市,130,細懸浮微粒,對敏感族群不健康,1.5,0.63,43,43.5,69,45,23.8,25.4,1.5,2.9,64,"2024-01-10 18:00",,0.5,46.5,62,1,121.203986,24.952786,20
觀音,桃園市,125,細懸浮微粒,對敏感族群不健康,1.3,0.37,55.7,53.5,74,42,10.8,12.2,1.3,5.8,71,"2024-01-10 18:00",,0.4,44.9,72,0,121.08283092,25.03556747,19
大園,桃園市,125,細懸浮微粒,對敏感族群不健康,1.9,0.45,45.8,50.4,80,43,23.6,25.4,1.8,3.7,90,"2024-01-10 18:00",,0.4,44.7,69,1,121.20251473,25.06100357,18
桃園,桃園市,126,細懸浮微粒,對敏感族群不健康,1.5,0.62,45.8,45.8,59,44,19.3,20.9,1.6,1.8,55,"2024-01-10 18:00",,0.5,45.2,64,1,121.30500531,24.9947107,17
中壢,桃園市,130,細懸浮微粒,對敏感族群不健康,2.6,0.77,34.8,28.6,80,55,32.9,45.8,12.9,1.4,25,"2024-01-10 17:00",,0.7,46.6,64,1,121.221667,24.953278,68
龍潭,桃園市,124,細懸浮微粒,對敏感族群不健康,1.1,0.55,54.9,43.3,78,57,14.6,15.8,1.2,3.3,53,"2024-01-10 17:00",,0.5,44.2,62,1,121.21645772,24.86400048,21
平鎮,桃園市,126,細懸浮微粒,對敏感族群不健康,1.5,0.59,51.2,42.1,74,53,17.1,18.5,1.3,2.9,47,"2024-01-10 17:00",,0.5,45.2,59,1,121.203986,24.952786,20
觀音,桃園市,125,細懸浮微粒,對敏感族群不健康,1.2,0.41,59.6,51.8,88,51,9.5,10.8,1.2,5.7,59,"2024-01-10 17:00",,0.4,44.7,70,0,121.08283092,25.03556747,19
大園,桃園市,123,細懸浮微粒,對敏感族群不健康,1.6,0.45,57.1,49.4,73,50,13.7,15.4,1.7,4.7,55,"2024-01-10 17:00",,0.4,44.1,66,1,121.20251473,25.06100357,18
桃園,桃園市,125,細懸浮微粒,對敏感族群不健康,1.4,0.58,51.9,44.3,72,49,15,16.3,1.3,2.9,28,"2024-01-10 17:00",,0.5,44.7,64,1,121.30500531,24.9947107,17
中壢,桃園市,124,細懸浮微粒,對敏感族群不健康,,0.81,34.7,26.4,75,59,,,,1.1,331,"2024-01-10 16:00",,0.7,44.4,60,1,121.221667,24.953278,68
龍潭,桃園市,119,細懸浮微粒,對敏感族群不健康,1.1,0.56,54.6,40.2,74,54,13.5,15.1,1.6,3.6,50,"2024-01-10 16:00",,0.5,42.3,59,1,121.21645772,24.86400048,21
平鎮,桃園市,121,細懸浮微粒,對敏感族群不健康,1.5,0.58,55.7,38.9,77,60,14.3,15.8,1.4,3.1,35,"2024-01-10 16:00",,0.5,43.2,56,1,121.203986,24.952786,20
觀音,桃園市,118,細懸浮微粒,對敏感族群不健康,1.1,0.47,61.6,49.0,84,54,8.7,9.8,1.1,5.6,46,"2024-01-10 16:00",,0.4,41.9,66,0,121.08283092,25.03556747,19
大園,桃園市,118,細懸浮微粒,對敏感族群不健康,1.5,0.5,58.6,46.8,80,55,12.8,14.6,1.8,5.4,33,"2024-01-10 16:00",,0.4,42.1,63,1,121.20251473,25.06100357,18
桃園,桃園市,122,細懸浮微粒,對敏感族群不健康,1.4,0.58,54.6,41.7,83,55,14.2,15.6,1.3,3.4,18,"2024-01-10 16:00",,0.5,43.7,62,1,121.30500531,24.9947107,17
中壢,桃園市,117,細懸浮微粒,對敏感族群不健康,0.8,0.75,31.3,23.9,74,57,29.6,42.4,12.8,1.3,348,"2024-01-10 15:00",,0.7,41.7,57,1,121.221667,24.953278,68
龍潭,桃園市,111,細懸浮微粒,對敏感族群不健康,1.1,0.57,49.8,37.3,71,51,14,15.6,1.5,3.3,45,"2024-01-10 15:00",,0.5,39.3,56,1,121.21645772,24.86400048,21
平鎮,桃園市,111,細懸浮微粒,對敏感族群不健康,1.5,0.6,49.5,35.2,73,56,15.3,17,1.6,2.7,37,"2024-01-10 15:00",,0.5,39.5,51,1,121.203986,24.952786,20
觀音,桃園市,111,細懸浮微粒,對敏感族群不健康,1.4,0.48,59.2,46.0,83,58,7.6,8.8,1.1,5.8,41,"2024-01-10 15:00",,0.4,39.5,63,0,121.08283092,25.03556747,19
大園,桃園市,112,細懸浮微粒,對敏感族群不健康,1.2,0.52,57.1,44.2,79,54,11,12.9,1.8,5.6,32,"2024-01-10 15:00",,0.4,39.9,60,1,121.20251473,25.06100357,18
桃園,桃園市,116,細懸浮微粒,對敏感族群不健康,1.4,0.58,51.5,39.2,75,56,12.8,14.2,1.4,2.2,37,"2024-01-10 15:00",,0.5,41.1,57,2,121.30500531,24.9947107,17
中壢,桃園市,108,細懸浮微粒,對敏感族群不健康,0.8,0.71,36.2,22.5,64,51,24.1,33.3,9.2,1.7,48,"2024-01-10 14:00",,0.7,38.2,54,1,121.221667,24.953278,68
龍潭,桃園市,99,細懸浮微粒,普通,1.1,0.55,47.5,35.3,74,54,12.8,14.6,1.8,3.6,64,"2024-01-10 14:00",,0.4,35,51,1,121.21645772,24.86400048,21
平鎮,桃園市,103,細懸浮微粒,對敏感族群不健康,1.7,0.57,47.1,32.8,65,47,14.2,16.6,2.4,2.9,35,"2024-01-10 14:00",,0.5,36.4,44,1,121.203986,24.952786,20
觀音,桃園市,99,細懸浮微粒,普通,1.3,0.47,55.3,44.0,74,50,7,8.2,1.2,6.4,38,"2024-01-10 14:00",,0.3,35.1,58,0,121.08283092,25.03556747,19
大園,桃園市,105,細懸浮微粒,對敏感族群不健康,1.3,0.51,54.3,42,73,50,9.1,11,1.9,6.4,24,"2024-01-10 14:00",,0.4,37.1,55,1,121.20251473,25.06100357,18
桃園,桃園市,107,細懸浮微粒,對敏感族群不健康,2.3,0.55,50.4,37.2,69,50,11.7,13.2,1.5,3.6,32,"2024-01-10 14:00",,0.5,38,54,2,121.30500531,24.9947107,17
中壢,桃園市,96,細懸浮微粒,普通,0.9,0.77,25.6,21.2,75,52,27.7,45.1,17.3,1.4,29,"2024-01-10 13:00",,0.6,33.7,50,1,121.221667,24.953278,68
龍潭,桃園市,85,細懸浮微粒,普通,1.1,0.59,40.2,33.5,78,58,14.2,16,1.8,3.8,60,"2024-01-10 13:00",,0.4,29.5,44,1,121.21645772,24.86400048,21
平鎮,桃園市,90,細懸浮微粒,普通,1.5,0.62,37.3,31.2,,52,17.6,20,2.4,4,30,"2024-01-10 13:00",,0.5,31.5,36,1,121.203986,24.952786,20
觀音,桃園市,89,細懸浮微粒,普通,0.9,0.46,50.2,42.4,77,44,6.8,8.1,1.2,5.9,39,"2024-01-10 13:00",,0.3,31.1,53,0,121.08283092,25.03556747,19
大園,桃園市,94,細懸浮微粒,普通,1.1,0.5,48.5,40.3,69,48,9.7,11.6,1.8,7.3,22,"2024-01-10 13:00",,0.3,33.1,51,1,121.20251473,25.06100357,18
桃園,桃園市,95,細懸浮微粒,普通,2.2,0.6,40.3,35.4,74,55,13.7,15.3,1.5,3.4,14,"2024-01-10 13:00",,0.4,33.3,49,2,121.30500531,24.9947107,17
中壢,桃園市,81,細懸浮微粒,普通,0.6,0.79,23.1,22.0,71,52,28.2,42.6,14.4,1.5,11,"2024-01-10 12:00",,0.6,27.6,43,1,121.221667,24.953278,68
龍潭,桃園市,67,細懸浮微粒,普通,1.1,0.58,37.9,33.0,65,45,15.3,17.2,1.9,3.4,38,"2024-01-10 12:00",,0.4,22.2,36,1,121.21645772,24.86400048,21
平鎮,桃園市,72,細懸浮微粒,普通,1.7,0.62,31.8,30.9,,49,,,,3.6,31,"2024-01-10 12:00",,0.4,24,33,1,121.203986,24.952786,20
觀音,桃園市,78,細懸浮微粒,普通,1,0.45,44,40.8,79,50,7.5,8.8,1.3,5.2,30,"2024-01-10 12:00",,0.3,26.6,45,0,121.08283092,25.03556747,19
大園,桃園市,81,細懸浮微粒,普通,1,0.5,42.5,39.0,76,52,10.4,12.4,2,7.9,20,"2024-01-10 12:00",,0.3,27.7,44,1,121.20251473,25.06100357,18
桃園,桃園市,78,細懸浮微粒,普通,1.7,0.57,36.5,35.3,71,50,14.2,15.8,1.5,3.3,15,"2024-01-10 12:00",,0.4,26.6,40,2,121.30500531,24.9947107,17
中壢,桃園市,65,細懸浮微粒,普通,0.7,0.74,22.2,23.4,67,45,28.7,44.5,15.8,1.6,4,"2024-01-10 11:00",,0.5,21.2,35,1,121.221667,24.953278,68
龍潭,桃園市,56,細懸浮微粒,普通,1,0.53,30.7,33.0,48,29,19.3,22.1,2.8,3.4,40,"2024-01-10 11:00",,0.3,17.5,29,1,121.21645772,24.86400048,21
平鎮,桃園市,54,細懸浮微粒,普通,1.3,0.56,32.2,31.4,54,,18.4,20.8,2.3,4,35,"2024-01-10 11:00",,0.4,16.8,30,1,121.203986,24.952786,20
觀音,桃園市,63,細懸浮微粒,普通,1.2,0.43,42.4,40.2,71,40,8.2,9.4,1.2,6.4,40,"2024-01-10 11:00",,0.2,20.5,36,0,121.08283092,25.03556747,19
大園,桃園市,65,細懸浮微粒,普通,1.1,0.48,39.7,38.7,68,46,11.4,13.5,2,6.3,26,"2024-01-10 11:00",,0.3,21,36,1,121.20251473,25.06100357,18
桃園,桃園市,63,細懸浮微粒,普通,1.4,0.54,35.8,35.6,69,46,13.4,14.7,1.2,3.1,6,"2024-01-10 11:00",,0.4,20.5,31,2,121.30500531,24.9947107,17
中壢,桃園市,52,細懸浮微粒,普通,0.4,0.65,20.5,25.1,50,28,26.7,40.4,13.6,1.1,4,"2024-01-10 10:00",,0.5,15.9,28,1,121.221667,24.953278,68
龍潭,桃園市,45,,良好,0.9,0.46,30.8,32.1,35,21,16.1,18.8,2.7,3.8,70,"2024-01-10 10:00",,0.3,13.8,24,1,121.21645772,24.86400048,21
平鎮,桃園市,51,細懸浮微粒,普通,1.4,0.5,32,31.9,45,28,16.8,20.2,3.4,2.9,47,"2024-01-10 10:00",,0.3,15.5,23,1,121.203986,24.952786,20
觀音,桃園市,51,細懸浮微粒,普通,1.6,0.38,41.7,40.2,48,33,8.1,9.8,1.6,5.7,44,"2024-01-10 10:00",,0.2,15.5,27,0,121.08283092,25.03556747,19
大園,桃園市,46,,良好,1.2,0.43,37.8,38.8,59,32,13.7,16.9,3.2,6.5,28,"2024-01-10 10:00",,0.2,14.3,27,1,121.20251473,25.06100357,18
桃園,桃園市,47,,良好,1.3,0.5,33.2,36.0,48,27,14.6,16.6,2,3,23,"2024-01-10 10:00",,0.3,14.4,23,2,121.30500531,24.9947107,17
中壢,桃園市,47,,良好,0.4,0.75,17.7,26.3,38,18,28.2,46.5,18.2,0.7,5,"2024-01-10 09:00",,0.4,12.9,22,1,121.221667,24.953278,68
龍潭,桃園市,39,,良好,0.7,0.48,30.3,29.1,31,15,17.8,20,2.2,3.4,50,"2024-01-10 09:00",,0.3,11.9,21,1,121.21645772,24.86400048,21
平鎮,桃園市,41,,良好,1.3,0.57,25.3,31.4,31,19,20.8,24.3,3.5,2.6,49,"2024-01-10 09:00",,0.3,12.5,18,1,121.203986,24.952786,20
觀音,桃園市,39,,良好,1,0.29,37.8,40.5,35,18,6.6,7.9,1.2,4.8,51,"2024-01-10 09:00",,0.2,11.9,22,0,121.08283092,25.03556747,19
大園,桃園市,36,,良好,1,0.35,36.1,39.6,36,19,10.1,12.4,2.2,5.5,27,"2024-01-10 09:00",,0.2,10.1,20,1,121.20251473,25.06100357,18
桃園,桃園市,40,,良好,1.4,0.5,31.3,36.5,25,17,13.7,15.3,1.6,2,41,"2024-01-10 09:00",,0.3,12.4,19,2,121.30500531,24.9947107,17
中壢,桃園市,52,二氧化氮,普通,0.6,0.88,14.9,27.5,25,13,32,57.2,25.1,1.3,21,"2024-01-10 08:00",,0.4,12,19,1,121.221667,24.953278,68
龍潭,桃園市,35,,良好,0.7,0.44,31,27.7,24,15,15.9,17.5,1.6,2.6,63,"2024-01-10 08:00",,0.3,10.9,18,1,121.21645772,24.86400048,21
平鎮,桃園市,36,,良好,1.4,0.61,26.5,31.6,25,16,21.6,25,3.3,2,62,"2024-01-10 08:00",,0.3,11.2,15,1,121.203986,24.952786,20
觀音,桃園市,38,,良好,0.9,0.26,37.8,41.5,31,14,5.9,7.1,1.1,5.6,38,"2024-01-10 08:00",,0.1,10.1,19,0,121.08283092,25.03556747,19
大園,桃園市,37,,良好,1,0.31,37.2,40.4,29,13,8.4,10.2,1.8,4.9,33,"2024-01-10 08:00",,0.2,8.2,16,1,121.20251473,25.06100357,18
桃園,桃園市,35,,良好,1.2,0.5,34.3,36.8,21,14,11.6,12.8,1.2,2.6,23,"2024-01-10 08:00",,0.3,10.8,17,2,121.30500531,24.9947107,17
中壢,桃園市,43,,良好,0.5,0.54,19.5,28.3,25,15,26.4,42.9,16.5,0.7,316,"2024-01-10 07:00",,0.3,12.3,18,1,121.221667,24.953278,68
龍潭,桃園市,33,,良好,0.7,0.32,33.9,25.2,16,6,12.4,13.7,1.3,2.5,59,"2024-01-10 07:00",,0.3,10.1,17,1,121.21645772,24.86400048,21
平鎮,桃園市,32,,良好,1.4,0.39,30.6,31.3,13,11,16.1,17.6,1.5,2,31,"2024-01-10 07:00",,0.3,10,14,1,121.203986,24.952786,20
觀音,桃園市,39,,良好,0.6,0.22,42.5,42.6,19,10,3.9,4.9,1,4.4,33,"2024-01-10 07:00",,0.1,9.3,17,0,121.08283092,25.03556747,19
大園,桃園市,35,,良好,1.1,0.29,39.9,38.3,19,7,8.9,11.4,2.5,5.1,21,"2024-01-10 07:00",,0.2,7.4,13,1,121.20251473,25.06100357,18
桃園,桃園市,33,,良好,3.3,0.36,35.8,36.3,18,10,10.1,10.8,0.6,2.1,32,"2024-01-10 07:00",,0.3,10,15,2,121.30500531,24.9947107,17
中壢,桃園市,38,,良好,0.2,0.4,25.8,28.4,13,8,17.4,24.3,6.9,0.4,304,"2024-01-10 06:00",,0.3,11.6,16,1,121.221667,24.953278,68
龍潭,桃園市,37,,良好,0.6,0.28,33.4,23.4,15,8,11.7,12.7,1,2.2,39,"2024-01-10 06:00",,0.3,11.5,18,1,121.21645772,24.86400048,21
平鎮,桃園市,31,,良好,1.3,0.31,34.2,30.8,12,10,10.8,11.5,0.6,2,21,"2024-01-10 06:00",,0.3,9.6,14,1,121.203986,24.952786,20
觀音,桃園市,39,,良好,0.6,0.21,42.6,42.8,18,12,3.6,4.4,0.7,3.6,32,"2024-01-10 06:00",,0.1,9,17,0,121.08283092,25.03556747,19
大園,桃園市,34,,良好,0.9,0.25,40.4,37.4,13,7,7,8.4,1.4,6.1,22,"2024-01-10 06:00",,0.2,7.9,13,1,121.20251473,25.06100357,18
桃園,桃園市,33,,良好,5.5,0.32,36,34.4,24,16,8.4,8.8,0.4,2,19,"2024-01-10 06:00",,0.3,10.1,15,1,121.30500531,24.9947107,17
中壢,桃園市,41,,良好,0.3,0.28,32.4,27.1,16,11,9,10.8,1.7,0.5,18,"2024-01-10 05:00",,0.4,12.5,17,1,121.221667,24.953278,68
龍潭,桃園市,43,,良好,0.8,0.24,36.3,22.4,10,9,8.7,9.7,1,2,30,"2024-01-10 05:00",,0.4,13.2,20,1,121.21645772,24.86400048,21
平鎮,桃園市,31,,良好,0.9,0.25,34.7,29.2,16,12,8.1,9.1,0.9,1.9,22,"2024-01-10 05:00",,0.3,9.4,15,1,121.203986,24.952786,20
觀音,桃園市,39,,良好,0.6,0.17,37.3,42.6,19,6,4.3,5.1,0.8,3.4,32,"2024-01-10 05:00",,0.1,8,17,0,121.08283092,25.03556747,19
大園,桃園市,33,,良好,0.9,0.22,38.7,36.6,15,8,5.9,6.9,1,3.9,19,"2024-01-10 05:00",,0.2,8.1,12,1,121.20251473,25.06100357,18
桃園,桃園市,30,,良好,1.4,0.27,39.3,32.8,10,5,6.2,6.5,0.3,1.8,25,"2024-01-10 05:00",,0.3,8.6,13,1,121.30500531,24.9947107,17
中壢,桃園市,40,,良好,0.3,0.28,34.5,24.2,19,15,8.1,9.4,1.2,0.9,1,"2024-01-10 04:00",,0.5,12.3,18,2,121.221667,24.953278,68
龍潭,桃園市,45,,良好,0.8,0.26,37.8,21.0,17,9,9.3,10.3,1,1.2,11,"2024-01-10 04:00",,0.4,13.9,23,1,121.21645772,24.86400048,21
平鎮,桃園市,29,,良好,1.5,0.24,35.6,27.8,13,8,8.7,9.7,0.9,1.4,20,"2024-01-10 04:00",,0.3,8.9,14,1,121.203986,24.952786,20
觀音,桃園市,40,,良好,0.7,0.18,39.5,43.4,19,9,4.1,4.9,0.8,3.6,9,"2024-01-10 04:00",,0.1,9.5,16,0,121.08283092,25.03556747,19
大園,桃園市,33,,良好,0.8,0.21,39.6,36.9,13,10,5.1,5.6,0.5,4.6,0,"2024-01-10 04:00",,0.2,8.1,12,1,121.20251473,25.06100357,18
桃園,桃園市,30,,良好,2.5,0.27,39,30.0,12,9,6.7,7.1,0.4,3,354,"2024-01-10 04:00",,0.3,9.2,14,1,121.30500531,24.9947107,17
中壢,桃園市,40,,良好,0.5,0.3,35.4,21.2,12,9,10,11.5,1.5,0.4,339,"2024-01-10 03:00",,0.5,12.3,17,2,121.221667,24.953278,68
龍潭,桃園市,51,細懸浮微粒,普通,0.9,0.34,23.4,18.8,20,14,19.5,21.1,1.6,1.4,38,"2024-01-10 03:00",,0.4,15.7,25,1,121.21645772,24.86400048,21
平鎮,桃園市,31,,良好,1.7,0.28,36.3,26.0,14,8,11.1,11.9,0.8,1.4,22,"2024-01-10 03:00",,0.3,9.6,16,0,121.203986,24.952786,20
觀音,桃園市,40,,良好,0.5,0.19,42.2,43.7,20,6,3.7,4.4,0.6,5.4,6,"2024-01-10 03:00",,0.1,9.9,15,0,121.08283092,25.03556747,19
大園,桃園市,33,,良好,0.8,0.22,40.9,36.8,15,11,5.9,6.8,0.9,5.5,0,"2024-01-10 03:00",,0.2,7.9,12,1,121.20251473,25.06100357,18
桃園,桃園市,31,,良好,2.9,0.28,39.3,27.7,15,11,7.4,7.7,0.3,1.7,24,"2024-01-10 03:00",,0.4,9.5,14,1,121.30500531,24.9947107,17
中壢,桃園市,41,,良好,0.4,0.37,30.5,18.4,14,12,14.8,16.6,1.7,0.9,14,"2024-01-10 02:00",,0.6,12.5,18,2,121.221667,24.953278,68
龍潭,桃園市,51,二氧化氮,普通,0.7,0.52,6.7,19.2,29,20,31.7,33.8,2,0.9,106,"2024-01-10 02:00",,0.4,15.2,26,1,121.21645772,24.86400048,21
